Table 1
שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2024,סך הכל ישראלים 2024,יהודים ואחרים,ערבים,זרים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,שם יישוב באנגלית,שם אשכול רשויות מקומיות,סמל רשות מקומית,שם רשות מקומית,סמל סוג רשות מקומית
מגשימים,722,MAGSHIMIM,4,המרכז,42,פתח תקווה,422,20,מועצה אזורית דרום השרון,132,1,916,888,886,2,28,1949,310,10,190608661524,52,417,10002116,2024,Magshimim,אשכול רשויות השרון,5520,דרום השרון,3
מדרך עוז,2029,MIDRAKH OZ,2,הצפון,23,יזרעאל,234,13,מועצה אזורית מגידו,,1,832,799,799,,33,1952,310,1,215156722309,127,254,10004411,2024,Midrakh Oz,אשכול רשויות הגליל והעמקים,5513,מגידו,3
מדרשת בן גוריון,1140,MIDRESHET BEN GURION,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,1,"1,571","1,568","1,559",9,3,1965,350,,178997529234,472,620,10001918,2024,Midreshet Ben Gurion,אשכול רשויות נגב מזרחי,5548,רמת נגב,3
מדרשת רופין,897,MIDRESHET RUPPIN,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,294,294,164,130,,1948,340,,191922694298,25,409,15000060,2024,Midreshet Ruppin,ללא שיוך לאשכול,5516,עמק חפר,3
מודיעין-מכבים-רעות,1200,MODI'IN-MAKKABBIM-RE'UT,4,המרכז,43,רמלה,431,0,עירייה,142,1,"100,052","99,214","99,137",77,838,1986,140,,201007644813,209,420,10002277,2024,Modi'in-Makkabbim-Re'ut,ללא שיוך לאשכול,1200,מודיעין-מכבים-רעות,1
מודיעין עילית,3797,MODI'IN ILLIT,7,אזור יהודה ושומרון,74,ראמאללה,,0,עירייה,,1,"89,627","89,218","89,217",1,409,1996,150,,204275648787,294,730,10004054,2024,Modi'in Illit,אשכול יהודה ושומרון,3797,מודיעין עילית,1
מולדת,269,MOLEDET,2,הצפון,23,יזרעאל,233,8,מועצה אזורית הגלבוע,,1,"1,211","1,162","1,162",,49,1937,320,1,241617721365,62,204,10004394,2024,Moledet,אשכול רשויות הגליל והעמקים,5508,הגלבוע,3
מוצא עילית,208,MOZA ILLIT,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,"1,662","1,636","1,622",14,26,1933,350,,215022633456,636,151,10002475,2024,Moza Illit,ללא שיוך לאשכול,5526,מטה יהודה,3
מוקייבלה,635,MUQEIBLE,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,,2,"4,638","4,636",3,"4,633",2,,290,,228137713314,87,204,10004394,2024,Muqeible,אשכול רשויות הגליל והעמקים,5508,הגלבוע,3
מורן,1163,MORAN,2,הצפון,24,עכו,242,56,מועצה אזורית משגב,,1,436,432,428,4,4,1977,330,15,237161758538,327,205,10004465,2024,Moran,אשכול רשויות בית הכרם הגלילי,5556,משגב,3
מורשת,1178,MORESHET,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,1,"1,610","1,607","1,607",,3,1981,370,11,222119747919,308,205,10004513,2024,Moreshet,אשכול רשויות בית הכרם הגלילי,5556,משגב,3
מזור,606,MAZOR,4,המרכז,42,פתח תקווה,422,25,מועצה אזורית חבל מודיעין,142,1,"1,115","1,080","1,080",,35,1949,310,1,193110662067,54,424,10002116,2024,Mazor,ללא שיוך לאשכול,5525,חבל מודיעין,3
מזכרת בתיה,28,MAZKERET BATYA,4,המרכז,44,רחובות,441,99,מועצה מקומית,143,1,"16,334","16,190","16,181",9,144,1883,170,,185303639849,62,453,10002241,2024,Mazkeret Batya,אשכול רשויות שורק דרומי,28,מזכרת בתיה,2
"מזרח השרון מ""א 16",1879,,4,המרכז,41,השרון,412,16,מועצה אזורית עמק חפר,,,,,,,,,530,,2001069530,,,,2024,,ללא שיוך לאשכול,5516,עמק חפר,3
"מזרח השרון מ""א 18",1880,,4,המרכז,41,השרון,412,18,מועצה אזורית לב השרון,,,,,,,,,530,,2002068950,,,,2024,,אשכול רשויות השרון,5518,לב השרון,3
מזרע,104,MIZRA,2,הצפון,23,יזרעאל,234,9,מועצה אזורית עמק יזרעאל,,1,"1,042","1,018","1,007",11,24,1923,330,15,227145728505,99,254,10004394,2024,Mizra,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
מזרעה,517,MAZRA'A,2,הצפון,24,עכו,245,99,מועצה מקומית,241,2,"3,922","3,916",10,"3,906",6,,290,,209645765360,15,201,10004302,2024,Mazra'a,אשכול רשויות גליל מערבי,517,מזרעה,2
מחולה,3599,MEHOLA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,789,780,780,,9,1968,310,2,248660696920,-177,712,10003299,2024,Mehola,אשכול יהודה ושומרון,5575,ערבות הירדן,3
מחנה הילה*,1411,MAHANE HILLA,4,המרכז,44,רחובות,442,27,מועצה אזורית גן רווה,143,,,,,,,,510,,171000646000,,499,15002488,2024,Mahane Hilla,ללא שיוך לאשכול,5527,גן רווה,3
מחנה טלי*,1418,MAHANE TALI,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,,,,,,,,510,,168000518000,,699,10001918,2024,Mahane Tali,אשכול רשויות נגב מזרחי,5548,רמת נגב,3
מחנה יהודית*,1413,MAHANE YEHUDIT,2,הצפון,23,יזרעאל,234,9,מועצה אזורית עמק יזרעאל,,,,,,,,,510,,217000730000,,299,10004411,2024,Mahane Yehudit,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
מחנה יוכבד*,1416,MAHANE YOKHEVED,6,הדרום,62,באר שבע,627,53,מועצה אזורית חבל אילות,,,,,,,,,510,,193000427000,,699,10001955,2024,Mahane Yokheved,אשכול רשויות נגב מזרחי,5553,חבל אילות,3
מחנה יפה*,1415,MAHANE YAFA,6,הדרום,62,באר שבע,622,42,מועצה אזורית מרחבים,,,,,,,,,510,,169000570000,,699,10001900,2024,Mahane Yafa,אשכול רשויות נגב מערבי,5542,מרחבים,3
מחנה יתיר,1196,MAHANE YATTIR,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,1,353,338,311,27,15,1979,350,,205725583969,653,699,10001937,2024,Mahane Yattir,ללא שיוך לאשכול,,,4
מחנה מרים*,1414,MAHANE MIRYAM,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,,,,,,,,,510,,174000629000,,699,10001821,2024,Mahane Miryam,אשכול רשויות שורק דרומי,5533,באר טוביה,3
מחנה תל נוף*,1412,MAHANE TEL NOF,4,המרכז,44,רחובות,441,28,מועצה אזורית ברנר,143,,,,,,,,510,,183000638000,,499,15002488,2024,Mahane Tel Nof,אשכול רשויות שורק דרומי,5528,ברנר,3
מחניים,308,MAHANAYIM,2,הצפון,21,צפת,213,1,מועצה אזורית הגליל העליון,,1,859,837,836,1,22,1939,330,15,253635766062,263,253,10004540,2024,Mahanayim,אשכול רשויות גליל מזרחי,5501,הגליל העליון,3
מחסיה,776,MAHSEYA,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,485,482,482,,3,1950,310,2,200779628371,252,151,15000597,2024,Mahseya,ללא שיוך לאשכול,5526,מטה יהודה,3
מטולה,43,METULA,2,הצפון,21,צפת,211,99,מועצה מקומית,,1,"2,248","2,106","2,032",74,142,1896,190,,254170798178,445,259,10004591,2024,Metula,אשכול רשויות גליל מזרחי,43,מטולה,2
מטע,822,MATTA,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,878,849,847,2,29,1950,310,1,205963625052,603,151,15000597,2024,Matta,ללא שיוך לאשכול,5526,מטה יהודה,3
מי עמי,1128,ME AMMI,3,חיפה,32,חדרה,323,14,מועצה אזורית מנשה,,1,430,403,403,,27,1963,320,6,214121712292,464,351,10004249,2024,Me Ammi,אשכול רשויות מישור החוף,5514,מנשה,3
מיטב,2054,METAV,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,,1,595,538,538,,57,1954,310,1,228508716854,72,204,10004394,2024,Metav,אשכול רשויות הגליל והעמקים,5508,הגלבוע,3
מיטל,1154,METAL,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,227,226,218,8,1,1976,340,,239093704974,513,202,10004568,2024,Metal,אשכול רשויות הכנרת והעמקים,5507,עמק המעיינות,3
מייסר,649,MEISER,3,חיפה,32,חדרה,323,14,מועצה אזורית מנשה,,2,"1,952","1,952",,"1,952",,,450,,204169705643,57,351,15002436,2024,Meiser,אשכול רשויות מישור החוף,5514,מנשה,3
מיצר,4019,MEZAR,2,הצפון,29,גולן,294,71,מועצה אזורית גולן,,1,379,366,366,,13,1981,310,15,269260741509,359,224,10004579,2024,Mezar,אשכול רשויות גליל מזרחי,5571,גולן,3
מירב,1282,MERAV,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,858,807,807,,51,1987,330,3,239924706555,395,202,10004568,2024,Merav,אשכול רשויות הכנרת והעמקים,5507,עמק המעיינות,3
מירון,607,MERON,2,הצפון,21,צפת,212,2,מועצה אזורית מרום הגליל,,1,790,775,775,,15,1949,310,2,241457765840,702,209,10004528,2024,Meron,אשכול רשויות גליל מזרחי,5502,מרום הגליל,3
מישר,731,MESHAR,4,המרכז,44,רחובות,441,32,מועצה אזורית גדרות,143,1,756,733,733,,23,1950,310,10,176804636354,51,456,15002488,2024,Meshar,ללא שיוך לאשכול,5532,גדרות,3
מיתר,1268,METAR,6,הדרום,62,באר שבע,623,99,מועצה מקומית,342,1,"11,609","11,539","11,231",308,70,1984,170,,193429581812,408,615,10001937,2024,Metar,אשכול רשויות נגב מזרחי,1268,מיתר,2
מכורה,3614,MEKHORA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,270,250,250,,20,1973,310,10,240103674639,220,712,10003299,2024,Mekhora,אשכול יהודה ושומרון,5575,ערבות הירדן,3
מכחול,1343,MAKCHUL,6,הדרום,62,באר שבע,623,69,מועצה אזורית אל קסום,,2,"2,105","2,105",,"2,105",,,290,,206361577604,523,624,10001937,2024,Makchul,אשכול רשויות נגב מזרחי,5569,אל קסום,3
מכמורת,382,MIKHMORET,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,"1,314","1,291","1,291",,23,1945,310,1,188311701421,12,409,15000060,2024,Mikhmoret,ללא שיוך לאשכול,5516,עמק חפר,3
מכמנים,1202,MIKHMANNIM,2,הצפון,24,עכו,242,56,מועצה אזורית משגב,,1,548,548,525,23,,1980,370,7,230864756880,489,205,10004465,2024,Mikhmannim,אשכול רשויות בית הכרם הגלילי,5556,משגב,3
מלאה,164,MELE'A,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,,1,377,340,340,,37,1956,310,1,222567718812,66,204,10004394,2024,Mele'a,אשכול רשויות הגליל והעמקים,5508,הגלבוע,3
מלילות,2044,MELILOT,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,594,463,463,,131,1953,310,2,161510588786,112,651,10001930,2024,Melilot,אשכול רשויות נגב מערבי,5539,שדות נגב,3
מלכייה,596,MALKIYYA,2,הצפון,21,צפת,212,1,מועצה אזורית הגליל העליון,,1,499,471,471,,28,1949,330,15,248046778429,653,253,10004528,2024,Malkiyya,אשכול רשויות גליל מזרחי,5501,הגליל העליון,3
מנוחה,2030,MENUHA,6,הדרום,61,אשקלון,611,50,מועצה אזורית לכיש,,1,794,729,729,,65,1953,310,1,178866618444,102,634,10001813,2024,Menuha,ללא שיוך לאשכול,5550,לכיש,3
מנוף,1174,MANOF,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,1,834,828,828,,6,1980,310,10,222467750945,386,205,10004513,2024,Manof,אשכול רשויות בית הכרם הגלילי,5556,משגב,3
מנות,1205,MANOT,2,הצפון,24,עכו,243,52,מועצה אזורית מעלה יוסף,,1,585,582,581,1,3,1980,310,1,218546771490,247,255,10004302,2024,Manot,אשכול רשויות גליל מערבי,5552,מעלה יוסף,3
מנחמיה,48,MENAHEMYA,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,"1,200","1,151","1,146",5,49,1902,350,,252341730234,-133,202,10004568,2024,Menahemya,אשכול רשויות הכנרת והעמקים,5507,עמק המעיינות,3
מנרה,347,MENARA,2,הצפון,21,צפת,212,1,מועצה אזורית הגליל העליון,,1,315,300,300,,15,1943,330,15,251170789031,845,253,10004591,2024,Menara,אשכול רשויות גליל מזרחי,5501,הגליל העליון,3
מנשית זבדה,994,MANSHIYYET ZABDA,2,הצפון,25,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,,2,"1,550","1,549",3,"1,546",1,,450,,218441734673,104,254,10004411,2024,Manshiyyet Zabda,אשכול רשויות הגליל והעמקים,5509,עמק יזרעאל,3
מסד,1258,MASSAD,2,הצפון,22,כנרת,222,3,מועצה אזורית הגליל התחתון,,1,379,378,377,1,1,1983,370,13,239927749921,262,206,10004552,2024,Massad,אשכול רשויות הכנרת והעמקים,5503,הגליל התחתון,3
מסדה,263,MASSADA,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,370,343,339,4,27,1937,330,15,256397732200,-191,214,10004552,2024,Massada,אשכול רשויות הכנרת והעמקים,5506,עמק הירדן,3
מסילות,298,MESILLOT,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,494,475,475,,19,1938,330,15,244802711308,-112,202,10004568,2024,Mesillot,אשכול רשויות הכנרת והעמקים,5507,עמק המעיינות,3
מסילת ציון,742,MESILLAT ZIYYON,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,941,929,925,4,12,1950,310,1,201130634390,303,151,15000597,2024,Mesillat Ziyyon,ללא שיוך לאשכול,5526,מטה יהודה,3
מסלול,748,MASLUL,6,הדרום,62,באר שבע,622,42,מועצה אזורית מרחבים,344,1,993,862,862,,131,1950,310,1,160921581568,111,651,10001893,2024,Maslul,אשכול רשויות נגב מערבי,5542,מרחבים,3
מסעדה,4203,MAS'ADE,2,הצפון,29,גולן,292,99,מועצה מקומית,,2,"4,205","4,205",2,"4,203",,,290,,270929792974,1035,256,10004579,2024,Mas'ade,אשכול רשויות גליל מזרחי,4203,מסעדה,2
מסעודין אל-עזאזמה (שבט),939,MAS'UDIN AL-'AZAZME,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,,460,,182300567300,,699,,2024,Mas'udin al 'Azazma,ללא שיוך לאשכול,,,4
מעברות,197,MA'BAROT,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,981,948,948,,33,1933,330,15,191265696682,14,409,15000060,2024,Ma'barot,ללא שיוך לאשכול,5516,עמק חפר,3
מעגלים,1082,MA'GALIM,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,"1,322","1,221","1,221",,101,1958,370,,161836589588,127,651,10001930,2024,Ma'galim,אשכול רשויות נגב מערבי,5539,שדות נגב,3
מעגן,678,MA'AGAN,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,893,410,407,3,483,1949,330,15,256572734747,-199,214,10004552,2024,Ma'agan,אשכול רשויות הכנרת והעמקים,5506,עמק הירדן,3
מעגן מיכאל,694,MA'AGAN MIKHA'EL,3,חיפה,32,חדרה,321,15,מועצה אזורית חוף הכרמל,,1,"2,092","2,032","2,032",,60,1949,193,15,192339718008,10,303,10004333,2024,Ma'agan Mikha'el,אשכול רשויות מישור החוף,5515,חוף הכרמל,3
מעוז חיים,272,MA'OZ HAYYIM,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,524,492,491,1,32,1937,330,15,251968711050,-245,202,10004568,2024,Ma'oz Hayyim,אשכול רשויות הכנרת והעמקים,5507,עמק המעיינות,3
מעון,3657,MA'ON,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,1,769,767,767,,2,1981,320,11,215597591309,773,715,15003512,2024,Ma'on,אשכול יהודה ושומרון,5578,הר חברון,3
מעונה,570,ME'ONA,2,הצפון,24,עכו,243,52,מועצה אזורית מעלה יוסף,,1,"1,091","1,008",998,10,83,1949,310,1,224732769025,470,255,10004484,2024,Me'ona,אשכול רשויות גליל מערבי,5552,מעלה יוסף,3
מעיין ברוך,416,MA'YAN BARUKH,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,1,868,839,839,,29,1947,330,15,256996793883,202,253,10004591,2024,Ma'yan Barukh,אשכול רשויות גליל מזרחי,5501,הגליל העליון,3
מעיין צבי,290,MA'YAN ZEVI,3,חיפה,32,חדרה,322,15,מועצה אזורית חוף הכרמל,,1,810,800,800,,10,1938,330,15,194684719355,95,303,10004333,2024,Ma'yan Zevi,אשכול רשויות מישור החוף,5515,חוף הכרמל,3
מעיליא,518,MI'ELYA,2,הצפון,24,עכו,243,99,מועצה מקומית,,2,"3,323","3,273",91,"3,182",50,,290,,224390770243,511,258,10004484,2024,Mi'elya,אשכול רשויות גליל מערבי,518,מעיליא,2
מעלה אדומים,3616,MA'ALE ADUMMIM,7,אזור יהודה ושומרון,76,בית לחם,,0,עירייה,445,1,"35,845","35,650","35,604",46,195,1975,160,,229199631963,330,706,10003314,2024,Ma'ale Adummim,אשכול יהודה ושומרון,3616,מעלה אדומים,1
מעלה אפרים,3608,MA'ALE EFRAYIM,7,אזור יהודה ושומרון,75,ירדן-יריחו,,99,מועצה מקומית,,1,"1,748","1,742","1,735",7,6,1970,350,,238300664237,178,707,10003299,2024,Ma'ale Efrayim,ללא שיוך לאשכול,3608,מעלה אפרים,2
מעלה גלבוע,1127,MA'ALE GILBOA,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,921,881,881,,40,1962,330,3,239602709229,439,202,10004568,2024,Ma'ale Gilboa,אשכול רשויות הכנרת והעמקים,5507,עמק המעיינות,3
מעלה גמלא,4008,MA'ALE GAMLA,2,הצפון,29,גולן,293,71,מועצה אזורית גולן,,1,734,636,636,,98,1976,310,1,264347755050,113,224,10004579,2024,Ma'ale Gamla,אשכול רשויות גליל מזרחי,5571,גולן,3
מעלה החמישה,286,MA'ALE HAHAMISHA,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,900,882,877,5,18,1938,330,15,210566636111,786,151,10002475,2024,Ma'ale HaHamisha,ללא שיוך לאשכול,5526,מטה יהודה,3
